name;address;cp;ville;country;phone;description
PHARMACIE CHARLOTTE CORDAY;53 R CAMILLE BLAISOT;14120;MONDEVILLE;FRANCE;02 31 52 10 62;Pharmacie d'Officine
PHARMACIE DES MONTS D'ERAINES;10 R des Ecoles;14620;MORTEAUX COULIBOEUF;FRANCE;02 31 90 76 55;Pharmacie d'Officine
PHARMACIE DE L'ENVOL;RTE DE PARIS;14370;MOULT CHICHEBOVILLE;FRANCE;02 31 23 68 87;Pharmacie d'Officine
PHARMACIE DE MOYAUX;6 PL DE VERDUN;14590;MOYAUX;FRANCE;02 31 63 61 48;Pharmacie d'Officine
PHARMACIE PROUX;2 PL DE L EGLISE;14210;VAL D ARRY;FRANCE;02 31 77 97 03;Pharmacie d'Officine
SARL PHARMACIE DE L'ORBIQUET;49 R GRANDE;14290;ORBEC;FRANCE;02 31 32 71 39;Pharmacie d'Officine
PHARMACIE OLIVIER;61 AV DE LA MER;14150;OUISTREHAM;FRANCE;02 31 97 18 28;Pharmacie d'Officine
PHARMACIE DUDET-SANGIUOLO;11 PL A. LEMARIGNIER;14150;OUISTREHAM;FRANCE;02 31 97 19 15;Pharmacie d'Officine
PHARMACIE MAURIN-DUPUIS;PL GENERAL DE GAULLE;14690;PONT D OUILLY;FRANCE;02 31 69 80 38;Pharmacie d'Officine
PHARMACIE HERON - TOULLERON;7 R HAMELIN;14130;PONT L EVEQUE;FRANCE;02 31 64 10 60;Pharmacie d'Officine
PHARMACIE DES  GABARRES;15 R ST MICHEL;14130;PONT L EVEQUE;FRANCE;02 31 64 10 95;Pharmacie d'Officine
PHARMACIE MONFORT MARIS;5 R Docteur Camille Huet;14520;PORT EN BESSIN HUPPAIN;FRANCE;02 31 21 70 86;Pharmacie d'Officine
SELARL PHARMACIE  DERVIN;46 R DU GENERAL LECLERC;14420;POTIGNY;FRANCE;02 31 90 84 59;Pharmacie d'Officine
PHARMACIE DE SAINT AUBIN;23 R PASTEUR;14750;ST AUBIN SUR MER;FRANCE;02 31 97 30 28;Pharmacie d'Officine
PHARMACIE DE BURON;7 R D ARROMANCHES;14280;ST CONTEST;FRANCE;02 31 44 58 65;Pharmacie d'Officine
PHARMACIE DE SAINTE HONORINE;39 R DU GENERAL DE BRETTEVILLE;14210;STE HONORINE DU FAY;FRANCE;02 31 80 59 79;Pharmacie d'Officine
PHARMACIE MUNOZ-LE BARON;8 R DE LISIEUX;14140;MEZIDON VALLEE D AUGE;FRANCE;02 31 63 82 43;Pharmacie d'Officine
SELARL PHARMACIE HUNAULT;6 RTE D HARCOURT;14320;ST MARTIN DE FONTENAY;FRANCE;02 31 79 83 67;Pharmacie d'Officine
PHARMACIE DUPORT-MOREL;17 R DU COMMERCE;14100;ST MARTIN DE LA LIEUE;FRANCE;02 31 62 92 30;Pharmacie d'Officine
SELARL SURIRAY;10 R DES ECOLES;14350;SOULEUVRE EN BOCAGE;FRANCE;02 31 68 71 34;Pharmacie d'Officine
PHARMACIE HOSTE-PICARD;36 R DE FALAISE;14170;ST PIERRE EN AUGE;FRANCE;02 31 20 74 77;Pharmacie d'Officine
PHARMACIE BOUTEL;8 RTE DE CONDE;14570;ST REMY;FRANCE;02 31 69 72 18;Pharmacie d'Officine
PHARMACIE SAINT VIGOR;27 RTE DE CAEN;14400;ST VIGOR LE GRAND;FRANCE;02 31 92 92 68;Pharmacie d'Officine
PHARMACIE DE SANNERVILLE;1 R du Maréchal Leclerc;14940;SALINE;FRANCE;02 31 23 20 57;Pharmacie d'Officine
PHARMACIE CAEN SUD;14 R DES TILLEULS;14540;SOLIERS;FRANCE;02 31 23 14 34;Pharmacie d'Officine
PHARMACIE DE THAON;R DE BARBIERES;14610;THAON;FRANCE;02 31 80 01 88;Pharmacie d'Officine
PHARMACIE NATIVEL;15 PL SAINT SAUVEUR;14220;LE HOM;FRANCE;02 31 79 72 33;Pharmacie d'Officine
PHARMACIE CHOFFEL;PL DU GENERAL DE GAULLE;14220;LE HOM;FRANCE;02 31 79 72 25;Pharmacie d'Officine
PHARMACIE MARAIS;40 RTE DE BRETAGNE;14210;TOURVILLE SUR ODON;FRANCE;02 31 80 97 81;Pharmacie d'Officine
PHARMACIE LILTI;PL DU MARCHE;14710;TREVIERES;FRANCE;02 31 22 50 07;Pharmacie d'Officine
GRANDE PHARMACIE DE TROARN;RTE DE CAEN;14670;SALINE;FRANCE;02 31 23 31 18;Pharmacie d'Officine
PHARMACIE NELY;6 PL FERNAND MOUREAUX;14360;TROUVILLE SUR MER;FRANCE;02 31 88 10 69;Pharmacie d'Officine
GRANDE PHARMACIE TROUVILLAISE;96 BD FERNAND MOUREAUX;14360;TROUVILLE SUR MER;FRANCE;02 31 88 15 50;Pharmacie d'Officine
PHARMACIE DU PORT;138 BD FERNAND MOUREAUX;14360;TROUVILLE SUR MER;FRANCE;02 31 88 10 59;Pharmacie d'Officine
PHARMACIE THOORIS - LAUMONIER;R JOSEPH REQUEUT;14410;VALDALLIERE;FRANCE;02 31 68 51 08;Pharmacie d'Officine
PHARMACIE LE GAC;100 R DU GENERAL LECLERC;14790;VERSON;FRANCE;02 31 26 81 92;Pharmacie d'Officine
PHARMACIE DUBOSQ;2 R PASTEUR;14310;VILLERS BOCAGE;FRANCE;02 31 77 00 60;Pharmacie d'Officine
PHARMACIE DU DINO,  VILLERS SUR MER;5 R DES BELGES;14640;VILLERS SUR MER;FRANCE;02 31 87 00 38;Pharmacie d'Officine
PHARMACIE VIROISE;19 PL DU 6 JUIN;14500;VIRE NORMANDIE;FRANCE;02 31 68 00 77;Pharmacie d'Officine
SELARL PHARMACIE DU VAL DE VIRE;R HENRI THIBAULT;14500;VIRE NORMANDIE;FRANCE;02 31 68 12 27;Pharmacie d'Officine
PHARMACIE TRAVOUILLON;1 R EMILE CHENEL;14500;VIRE NORMANDIE;FRANCE;02 31 68 00 56;Pharmacie d'Officine
PHARMACIE LE ROY;2 PL DE LA GARE;14500;VIRE NORMANDIE;FRANCE;02 31 68 07 96;Pharmacie d'Officine
PHARMACIE CENTRALE;9 PL DU SIX JUIN 1944;14500;VIRE NORMANDIE;FRANCE;02 31 68 00 95;Pharmacie d'Officine
PHARMACIE CENTRALE;49 AV MICHEL D ORNANO;14910;BLONVILLE SUR MER;FRANCE;02 31 87 92 22;Pharmacie d'Officine
SELAS PHARMACIE DU CENTRE COMMERCIAL;1 CTRE COMMERCIAL ST CLAIR;14200;HEROUVILLE ST CLAIR;FRANCE;02 31 94 53 51;Pharmacie d'Officine
PHARMACIE DE LA REPUBLIQUE;56 R DE LA REPUBLIQUE;14600;HONFLEUR;FRANCE;02 31 89 05 30;Pharmacie d'Officine
PHARMACIE DEBUSSY;22 PL CLAUDE DEBUSSY;14123;IFS;FRANCE;02 31 84 62 92;Pharmacie d'Officine
PHARMACIE DU PORT;1 PL DU GENERAL DE GAULLE;14150;OUISTREHAM;FRANCE;02 31 96 25 41;Pharmacie d'Officine
PHARMACIE DE RANVILLE;3 R du stade de Ranville;14860;RANVILLE;FRANCE;02 31 78 76 87;Pharmacie d'Officine
PHARMACIE SAINT PIERRE;12 R DE FALAISE;14170;ST PIERRE EN AUGE;FRANCE;02 31 20 71 20;Pharmacie d'Officine
SELARL PHARMACIE DE SAINT SYLVAIN;19 R DES CANADIENS;14190;ST SYLVAIN;FRANCE;02 31 78 10 41;Pharmacie d'Officine
PHARMACIE SAIZ;70 R LOUVEL ET BRIERE;14800;TOUQUES;FRANCE;02 31 88 00 41;Pharmacie d'Officine
PHARMACIE MARIE;23 R GEORGES CLEMENCEAU;14310;VILLERS BOCAGE;FRANCE;02 31 77 01 35;Pharmacie d'Officine
SELARL PHARMACIE GEARA-TESSON;2 PL DE GAULLE;14250;TILLY SUR SEULLES;FRANCE;02 31 80 80 31;Pharmacie d'Officine
PHARMACIE DE LA PLAGE;27 AV DU GENERAL AILLERET;14114;VER SUR MER;FRANCE;02 31 22 21 47;Pharmacie d'Officine
PHARMACIE BEAULIEU;12 BD POMPIDOU;14000;CAEN;FRANCE;02 31 86 09 12;Pharmacie d'Officine
PHARMACIE DU CLOS HERBERT;18 R DU CLOS HERBERT;14000;CAEN;FRANCE;02 31 47 54 06;Pharmacie d'Officine
PHARMACIE GUIBOURG;LA LANDE VAUMONT C.218;14500;VIRE NORMANDIE;FRANCE;02 31 68 66 51;Pharmacie d'Officine
PHARMACIE ZUCCOLINI;ALL de la Bichotte;14220;ST LAURENT DE CONDEL;FRANCE;02 31 79 32 09;Pharmacie d'Officine
PHARMACIE GENILLON-BIZARD;R MARY TAVY;14370;MERY BISSIERES EN AUGE;FRANCE;02 31 23 09 62;Pharmacie d'Officine
PHARMACIE JARDIN;18 R DE LA PETITE JUSTICE;14860;BAVENT;FRANCE;02 31 78 89 02;Pharmacie d'Officine
PHARMACIE DU VAL ES DUNES;16 RTE DE PARIS;14370;BELLENGREVILLE;FRANCE;02 31 23 61 81;Pharmacie d'Officine
PHARMACIE PICHON;RTE DE CONDE;14500;VIRE NORMANDIE;FRANCE;02 31 67 77 10;Pharmacie d'Officine
PHARMACIE DU COMMERCE;1 R DU CALVAIRE;14123;CORMELLES LE ROYAL;FRANCE;02 31 82 71 02;Pharmacie d'Officine
SELARL PHARMACIE LE MORVAN;1 R DE LA PETITE GRIVE;14240;CAHAGNES;FRANCE;02 31 77 44 02;Pharmacie d'Officine
PHARMACIE ROUAULT;VOI DES ALLIES;14440;DOUVRES LA DELIVRANDE;FRANCE;02 31 37 21 76;Pharmacie d'Officine
PHARMACIE DU VIADUC;31 BD DE LA PAIX;14200;HEROUVILLE ST CLAIR;FRANCE;02 31 47 47 20;Pharmacie d'Officine
PHARMACIE DE SAINT GATIEN DES BOIS;37 R BRIOLEURS;14130;ST GATIEN DES BOIS;FRANCE;02 31 65 29 49;Pharmacie d'Officine
PHARMACIE VOISINE;18 R DE LA GRACE DE DIEU;14610;EPRON;FRANCE;02 31 43 60 82;Pharmacie d'Officine
PHARMACIE MEUNIER-GUTTIN-CLUZEL;190 RTE DE ROCQUANCOURT;14123;IFS;FRANCE;02 31 82 77 44;Pharmacie d'Officine
PHARMACIE LES OCEANIDES;RTE DE PARIS;14800;TOUQUES;FRANCE;02 31 81 43 00;Pharmacie d'Officine
PHARMACIE  PEGASUS;AV DE CAEN;14970;BENOUVILLE;FRANCE;02 31 44 45 44;Pharmacie d'Officine
PHARMACIE D'ARDENNES;3 R DE LA BERGERIE;14280;ST GERMAIN LA BLANCHE HERB;FRANCE;02 31 73 48 48;Pharmacie d'Officine
PHARMACIE BROTELANDE - RENOUF;10 PL DE LA MAIRIE;14680;BRETTEVILLE SUR LAIZE;FRANCE;02 31 23 50 23;Pharmacie d'Officine
SELARL PHARMACIE FONTAINOISE;9 R GUILLAUME LE CONQUERANT;14790;FONTAINE ETOUPEFOUR;FRANCE;02 31 26 71 38;Pharmacie d'Officine
PHARMACIE DE NOUES DE SIENNE;46 PL ALBERT LEBRUN;14380;NOUES DE SIENNE;FRANCE;02 31 68 82 44;Pharmacie d'Officine
PHARMACIE DU HOGUET;40 AV JEAN VILAR;14123;IFS;FRANCE;02 31 70 92 39;Pharmacie d'Officine
PHARMACIE DU THEATRE;320 QUA DU VAL;14200;HEROUVILLE ST CLAIR;FRANCE;02 31 95 00 25;Pharmacie d'Officine
PHARMACIE DE LEBISEY;1 AV DE GARBSEN;14200;HEROUVILLE ST CLAIR;FRANCE;02 31 53 08 00;Pharmacie d'Officine
PHARMACIE DE LA FOLIE COUVRECHEF;2 PTE DE L'EUROPE;14000;CAEN;FRANCE;02 31 94 24 47;Pharmacie d'Officine
PHARMACIE JORET;127 R GRANDE;14290;ORBEC;FRANCE;02 31 32 89 49;Pharmacie d'Officine
PHARMACIE VERDIER;23 GRAND RUE ABBE DE PRADT;15160;ALLANCHE;FRANCE;04 71 20 42 15;Pharmacie d'Officine
PHARMACIE D'ALLY;RTE DE MAURIAC;15700;ALLY;FRANCE;04 71 69 00 75;Pharmacie d'Officine
PHARMACIE ALAUX;47 AV FELIX RAMOND;15130;ARPAJON SUR CERE;FRANCE;04 71 63 68 17;Pharmacie d'Officine
PHARMACIE RONSIN;7 AV DU GENERAL MILHAUD;15130;ARPAJON SUR CERE;FRANCE;04 71 63 72 02;Pharmacie d'Officine
PHARMACIE  LIEURADE;R JEAN MOULIN;15000;AURILLAC;FRANCE;04 71 64 13 67;Pharmacie d'Officine
PHARMACIE DE L'EUROPE;87 AV CHARLES DE GAULLE;15000;AURILLAC;FRANCE;04 71 63 54 26;Pharmacie d'Officine
PHARMACIE POUGET - BLANC;56 R DES CARMES;15000;AURILLAC;FRANCE;04 71 48 27 49;Pharmacie d'Officine
PHARMACIE DE BARADEL;64 R DE MARMIESSE;15000;AURILLAC;FRANCE;04 71 48 23 27;Pharmacie d'Officine
PHARMACIE DU CENTRE;10 PL DU SQUARE;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE DES CARMES;34 R DES CARMES;15000;AURILLAC;FRANCE;04 71 48 22 68;Pharmacie d'Officine
PHARMACIE NOUVEL;2 PL DE L HOTEL DE VILLE;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE DES ALOUETTES;1 R D ILLZACH;15000;AURILLAC;FRANCE;04 71 48 52 00;Pharmacie d'Officine
PHARMACIE RAYMOND;60 AV JEAN BAPTISTE VEYRE;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE DE LA MONTADE;12 CITE DE LA MONTADE;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE DE MARMIERS;AV DU PLOMB DU CANTAL;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE REPUBLIQUE;5 AV DE LA REPUBLIQUE;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE LACOSTE-LAPEYRE;104 AV DE LA REPUBLIQUE;15000;AURILLAC;FRANCE;04 71 48 05 17;Pharmacie d'Officine
SARL PHARMACIE DU SQUARE;4 PL DU PALAIS;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE  BOUSQUET;29 R VICTOR HUGO;15000;AURILLAC;FRANCE;;Pharmacie d'Officine
PHARMACIE GHYS CECILE;1 AV DES VOLONTAIRES;15000;AURILLAC;FRANCE;04 71 48 24 04;Pharmacie d'Officine
PHARMACIE PUECH;R DE L EGLISE;15340;CALVINET;FRANCE;04 71 49 91 20;Pharmacie d'Officine
PHARMACIE LAJARRIGE;PL DU 19 MARS 1962;15350;CHAMPAGNAC;FRANCE;;Pharmacie d'Officine
PHARMACIE DE L'ARTENSE;3 PL DE LA FONTAINE;15270;CHAMPS SUR TARENTAINE MARC;FRANCE;04 71 78 71 06;Pharmacie d'Officine
PHARMACIE DES THERMES;11 PL DU GRAVIER;15110;CHAUDES AIGUES;FRANCE;;Pharmacie d'Officine
PHARMACIE CONFLUENCE;GRAND RUE;15190;CONDAT;FRANCE;04 71 78 52 95;Pharmacie d'Officine
PHARMACIE DU VAL D'AUTHRE;AV DE LAPRADE;15250;JUSSAC;FRANCE;;Pharmacie d'Officine
PHARMACIE LAFEUILLADE;11 R LOUIS MAFFRE;15130;LAFEUILLADE EN VEZIE;FRANCE;04 71 62 56 25;Pharmacie d'Officine
PHARMACIE FONTA;18 R DU GENERAL LECLERC;15270;LANOBRE;FRANCE;04 71 40 32 40;Pharmacie d'Officine
SNC CHANUT - BOUSCATIER;AV DES PLATANES;15150;LAROQUEBROU;FRANCE;04 71 46 00 15;Pharmacie d'Officine
PHARMACIE  DU CEZALLIER;RTE DE CONDAT;15190;MARCENAT;FRANCE;04 71 78 81 15;Pharmacie d'Officine
PHARMACIE COUMOUL;29 AV DU GENERAL DE GAULLE;15500;MASSIAC;FRANCE;04 71 23 02 45;Pharmacie d'Officine
PHARMACIE  HONORE;6 R NEUVE;15500;MASSIAC;FRANCE;04 71 23 02 43;Pharmacie d'Officine
PHARMACIE  MEYNIER DE SALINELLES;1 AV CHARLES PERIE;15200;MAURIAC;FRANCE;04 71 68 02 01;Pharmacie d'Officine
PHARMACIE MALBEC;4 R NOTRE DAME;15200;MAURIAC;FRANCE;;Pharmacie d'Officine
PHARMACIE MAZET-BARANGER;3 R DE LA REPUBLIQUE;15200;MAURIAC;FRANCE;04 71 68 02 33;Pharmacie d'Officine
SELARL PHARMACIE RASTOUT CATHERINE;R HENRI POURRAT;15200;MAURIAC;FRANCE;04 71 68 02 12;Pharmacie d'Officine
SELARL PHARMACIE AYMARD;PL DE L'EUROPE;15600;MAURS;FRANCE;;Pharmacie d'Officine
PHARMACIE BOUDON;PL DU FOIRAIL;15120;MONTSALVY;FRANCE;;Pharmacie d'Officine
PHARMACIE DU BALAT;14 AV HECTOR PESCHAUD;15300;MURAT;FRANCE;;Pharmacie d'Officine
PHARMACIE  DELORT;7 PL DE LA HALLE;15250;NAUCELLES;FRANCE;;Pharmacie d'Officine
PHARMACIE F. HONORE;13 R DU COMMERCE;15170;NEUSSARGUES EN PINATELLE;FRANCE;;Pharmacie d'Officine
PHARMACIE MATHIEU;LOT BECHAFOL;15260;NEUVEGLISE SUR TRUYERE;FRANCE;04 71 23 81 24;Pharmacie d'Officine
PHARMACIE BERNARD TRONCHE;23 AV GEORGES POMPIDOU;15230;PIERREFORT;FRANCE;04 71 23 30 06;Pharmacie d'Officine
PHARMACIE BEAUDONNET-FOURNIAL;PL GEORGES POMPIDOU;15700;PLEAUX;FRANCE;04 71 40 40 22;Pharmacie d'Officine
PHARMACIE MARTINE BORDAS;R DES ECOLES;15800;POLMINHAC;FRANCE;;Pharmacie d'Officine
PHARMACIE  PIGNOL;1 PL DU MONUMENT;15400;RIOM ES MONTAGNES;FRANCE;04 71 78 01 86;Pharmacie d'Officine
PHARMACIE PICHOT-TROCELLIER;R PRINCIPALE;15320;RUYNES EN MARGERIDE;FRANCE;04 71 23 40 92;Pharmacie d'Officine
PHARMACIE GUITTARD - GOUTILLE;13 PL DE L'EGLISE;15240;SAIGNES;FRANCE;04 71 40 62 02;Pharmacie d'Officine
PHARMACIE DUNION;LD LES THEILS;15310;ST CERNIN;FRANCE;;Pharmacie d'Officine
PHARMACIE RAUNIER;48 AV DU LIORAN;15100;ST FLOUR;FRANCE;04 71 60 08 64;Pharmacie d'Officine
PHARMACIE MASSET;4 AV DU COMMANDANT DELORME;15100;ST FLOUR;FRANCE;04 71 60 16 68;Pharmacie d'Officine
PHARMACIE MASSON - PERRIER;13 PL DE LA HALLE;15100;ST FLOUR;FRANCE;04 71 60 10 53;Pharmacie d'Officine
SNC PHARMACIE VALETTE;15 R DES  LACS;15100;ST FLOUR;FRANCE;;Pharmacie d'Officine
PHARMACIE AUDIN;9 AV DE LA REPUBLIQUE;15100;ST FLOUR;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE HEINRICH - ALQUIER;;15220;ST MAMET LA SALVETAT;FRANCE;04 71 64 70 28;Pharmacie d'Officine
PHARMACIE GAUTHIER;RTE DE MAURIAC;15140;ST MARTIN VALMEROUX;FRANCE;04 71 69 20 75;Pharmacie d'Officine
SELARL PHARMACIE PONTIE;8 GRANDE RUE;15250;ST PAUL DES LANDES;FRANCE;04 71 46 32 45;Pharmacie d'Officine
PHARMACIE DUREL;PL TYSSANDIER D ESCOUS;15140;SALERS;FRANCE;;Pharmacie d'Officine
PHARMACIE BELARD-MAZET;;15130;SANSAC DE MARMIESSE;FRANCE;04 71 47 76 38;Pharmacie d'Officine
PHARMACIE  TAILLANDIER PONS;GRAND RUE;15800;THIEZAC;FRANCE;04 71 47 02 46;Pharmacie d'Officine
PHARMACIE COURTES;7 R du Centre;15400;TRIZAC;FRANCE;04 71 78 60 13;Pharmacie d'Officine
PHARMACIE LAUMIER;PL DU MARCHE COUVERT;15300;VALUEJOLS;FRANCE;04 71 73 22 34;Pharmacie d'Officine
PHARMACIE MAURS;AV DOCTEUR LAMBERT;15800;VIC SUR CERE;FRANCE;;Pharmacie d'Officine
PHARMACIE TOURNEMILLE;R DE LA REPUBLIQUE;15210;YDES;FRANCE;04 71 40 81 15;Pharmacie d'Officine
PHARMACIE MINIERE DE CHAMPAGNAC;YDES CENTRE;15210;YDES;FRANCE;;Pharmacie d'Officine
PHARMACIE LAZUECH;4 R DES DAHLIAS;15130;YTRAC;FRANCE;04 71 47 72 79;Pharmacie d'Officine
PHARMACIE LASMARTRES;5 PL DE LA MAIRIE;15290;LE ROUGET PERS;FRANCE;04 71 46 10 18;Pharmacie d'Officine
PHARMACIE DU PAYS D'AIGRE;25 GRANDE RUE;16140;AIGRE;FRANCE;05 45 21 10 41;Pharmacie d'Officine
PHARMACIE LECANTE;136 R DE  PERIGUEUX;16000;ANGOULEME;FRANCE;05 45 95 17 46;Pharmacie d'Officine
PHARMACIE DE LA RUE HERGE;49 R HERGE;16000;ANGOULEME;FRANCE;05 45 92 06 58;Pharmacie d'Officine
PHARMACIE TERRIERE;141 R DE PARIS;16000;ANGOULEME;FRANCE;05 45 95 11 10;Pharmacie d'Officine
PHARMACIE LESBARRERES-PERAUDEAU;73 R RENE GOSCINNY;16000;ANGOULEME;FRANCE;05 45 95 00 80;Pharmacie d'Officine
PHARMACIE BLANCHETON-PAULYOU;R DE LA GARE;16150;EXIDEUIL SUR VIENNE;FRANCE;05 45 89 08 33;Pharmacie d'Officine
PHARMACIE PAGEOT-CHAZAUD;120 R ARISTIDE BRIAND;16100;COGNAC;FRANCE;05 45 82 00 20;Pharmacie d'Officine
PHARMACIE RANDJBAR-FRAIGNAUD;2 PL BREMONT D'ARS;16130;ARS;FRANCE;05 45 82 81 07;Pharmacie d'Officine
PHARMACIE DES MONTAGNES;ZONE DES MONTAGNES;16430;CHAMPNIERS;FRANCE;05 45 68 22 79;Pharmacie d'Officine
PHARMACIE LACRAMPE;QUA PLAISANCE;16390;AUBETERRE SUR DRONNE;FRANCE;05 45 98 50 07;Pharmacie d'Officine
PHARMACIE JAULIN;12 R DU GENERAL DE GAULLE;16360;BAIGNES STE RADEGONDE;FRANCE;;Pharmacie d'Officine
PHARMACIE ARRIVE;R GRANDE;16240;VILLEFAGNAN;FRANCE;;Pharmacie d'Officine
PHARMACIE DUHAU;R CHARLES ROUGIER;16480;BROSSAC;FRANCE;05 45 98 74 22;Pharmacie d'Officine
PHARMACIE OLAIZOLA;2 RTE D ANGOULEME;16210;CHALAIS;FRANCE;;Pharmacie d'Officine
PHARMACIE DE RUELLE CENTRE;1 R CAMILLE PELLETAN;16600;RUELLE SUR TOUVRE;FRANCE;05 45 68 43 10;Pharmacie d'Officine
PHARMACIE DE CHAZELLES;2 RTE DE LA ROCHEFOUCAULD;16380;CHAZELLES;FRANCE;05 45 23 53 70;Pharmacie d'Officine
PHARMACIE DES HALLES;6 PL DES HALLES;16360;BAIGNES STE RADEGONDE;FRANCE;05 45 78 40 71;Pharmacie d'Officine
PHARMACIE COUBRET;RPT AVENUE DU GENERAL DE GAULLE;16500;CONFOLENS;FRANCE;05 45 85 37 70;Pharmacie d'Officine
PHARMACIE DE CHERVES-RICHEMONT;47 AV JEAN MONNET;16370;CHERVES RICHEMONT;FRANCE;05 45 83 27 75;Pharmacie d'Officine
PHARMACIE REVOLTE;2 R DU SOLEIL;16710;ST YRIEIX SUR CHARENTE;FRANCE;;Pharmacie d'Officine
PHARMACIEN FROIN-PAILLOT;2 RTE DE CONFOLENS;16500;ANSAC SUR VIENNE;FRANCE;05 45 84 02 27;Pharmacie d'Officine
PHARMACIE BERTHELOT;4 R ELISEE MOUSNIER;16100;COGNAC;FRANCE;05 45 82 02 24;Pharmacie d'Officine
PHARMACIE DE DIGNAC;40 R DE LA CLEF D OR;16410;DIGNAC;FRANCE;;Pharmacie d'Officine
SELARL ROULLAND;30 R DE L ECHASSIER;16100;CHATEAUBERNARD;FRANCE;;Pharmacie d'Officine
PHARMACIE SAINT  JACQUES;18 AV DE SAINTES;16100;COGNAC;FRANCE;05 45 82 03 72;Pharmacie d'Officine
PHARMACIE SAINT MICHEL;44 AV DE LA REPUBLIQUE;16470;ST MICHEL;FRANCE;05 45 91 51 39;Pharmacie d'Officine
PHARMACIE DE PISANY;63 RTE DE PARIS;16160;GOND PONTOUVRE;FRANCE;05 45 68 76 31;Pharmacie d'Officine
PHARMACIE DE LUNESSE;5 AV PAUL DESFARGES;16000;ANGOULEME;FRANCE;05 45 68 52 47;Pharmacie d'Officine
PHARMACIE GAILLARD;32 RTE D ANGOULEME;16290;HIERSAC;FRANCE;05 45 96 96 62;Pharmacie d'Officine
PHARMACIE RICHEZ;RTE DE BORDEAUX;16400;LA COURONNE;FRANCE;05 45 67 20 02;Pharmacie d'Officine
PHARMACIE DES ALLEES;52 R DE LA REPUBLIQUE;16300;BARBEZIEUX ST HILAIRE;FRANCE;05 45 78 01 45;Pharmacie d'Officine
PHARMACIE DE RIVIERES;RTE DE LIMOGES;16110;RIVIERES;FRANCE;05 45 23 02 79;Pharmacie d'Officine
PHARMACIE DE LA MADELEINE;106 R DE LIMOGES;16000;ANGOULEME;FRANCE;05 45 95 08 30;Pharmacie d'Officine
TROESCH;83 R DE SAINTES;16000;ANGOULEME;FRANCE;;Pharmacie d'Officine
PHARMACIE BOUDET;237 R DE BORDEAUX;16000;ANGOULEME;FRANCE;;Pharmacie d'Officine
PHARMACIE DU VIEIL ANGOULEME;2 R DE BEAULIEU;16000;ANGOULEME;FRANCE;05 45 95 10 84;Pharmacie d'Officine
PHARMACIE GALIBERT;36 R PIERRE AUMAITRE;16000;ANGOULEME;FRANCE;05 45 91 32 02;Pharmacie d'Officine
PHARMACIE QUILLET;15 R DU GENERAL DE GAULLE;16000;ANGOULEME;FRANCE;;Pharmacie d'Officine
PHARMACIE VICTOR HUGO;19 PL VICTOR HUGO;16000;ANGOULEME;FRANCE;;Pharmacie d'Officine
PHARMACIE DE BASSEAU;333 R DE BASSEAU;16000;ANGOULEME;FRANCE;05 45 91 72 55;Pharmacie d'Officine
PHARMACIE DELAGE - MONTALETANG;422 AV DE NAVARRE;16000;ANGOULEME;FRANCE;05 45 61 29 35;Pharmacie d'Officine
PHARMACIE PELLEREAU - RIBONDIN;1 BD JEAN MOULIN;16000;ANGOULEME;FRANCE;05 45 61 10 75;Pharmacie d'Officine
PHARMACIE  RANDAZZO;;16000;ANGOULEME;FRANCE;05 45 92 57 44;Pharmacie d'Officine
PHARMACIE DES ESSARTS;7 R DES ESSARTS;16000;ANGOULEME;FRANCE;05 45 91 32 25;Pharmacie d'Officine
PHARMACIE D'ALMEIDA-GAYARD;6 R DU DOCTEUR DEGORCE;16460;AUNAC SUR CHARENTE;FRANCE;;Pharmacie d'Officine
PHARMACIE DETHOOR;LD BOIS DES ROCHIERS;16430;BALZAC;FRANCE;;Pharmacie d'Officine
PHARMACIE FAYE- OLAIZOLA;35 R VICTOR HUGO;16300;BARBEZIEUX ST HILAIRE;FRANCE;05 45 78 00 27;Pharmacie d'Officine
SELARL PHARMACIE DU PARC;AV DE L EUROPE;16300;BARBEZIEUX ST HILAIRE;FRANCE;05 45 78 01 56;Pharmacie d'Officine
PHARMACIE DU BLANZACAIS;21 R Marot;16250;COTEAUX DU BLANZACAIS;FRANCE;05 45 64 04 22;Pharmacie d'Officine
PHARMACIE VILLEDARY;LES GRANDS CHAMPS;16590;BRIE;FRANCE;05 45 69 97 89;Pharmacie d'Officine
PHARMACIE DE BRIGUEUIL;PL DE LA LIBERTE;16420;BRIGUEUIL;FRANCE;05 45 71 01 17;Pharmacie d'Officine
PHARMACIE RALY;LOT LES CARTIERES;16500;BRILLAC;FRANCE;05 45 89 45 18;Pharmacie d'Officine
PHARMACIE LABARUSSIA  SIMONET;2 GRANDE RUE;16350;CHAMPAGNE MOUTON;FRANCE;05 45 31 80 60;Pharmacie d'Officine
